_MEMBER_CNet-SVM,_MEMBER_Enet-SVM,_MEMBER_L2SCAD-SVM,_MEMBER_SCAD-SVM,_MEMBER_SGLasso-SVM,_MEMBER_SVM-RFE,_MEMBER_mRMR-SVM,_LogP_CNet-SVM,_LogP_Enet-SVM,_LogP_L2SCAD-SVM,_LogP_SCAD-SVM,_LogP_SGLasso-SVM,_LogP_SVM-RFE,_LogP_mRMR-SVM,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-5.590640280620327,0.0,0.0,GO:0071174,M0000100,1,0,GO Biological Processes,19,mitotic spindle checkpoint signaling,19_GO:0023052 signaling,-5.590640280620327,111.56896551724138,18.14784443778307,30198,29,28,3,10.714285714285714,5.845122059892653,699|1063|83540,BUB1|CENPF|NUF2,-3.271246139725527,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-5.545152449285222,0.0,0.0,GO:0031577,M0000100,1,0,GO Biological Processes,19,spindle checkpoint signaling,19_GO:0023052 signaling,-5.545152449285222,107.85,17.8375479771491,30198,30,28,3,10.714285714285714,5.845122059892653,699|1063|83540,BUB1|CENPF|NUF2,-3.2305051056922838,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-5.501218441963546,0.0,0.0,GO:0045841,M0000100,1,0,GO Biological Processes,19,negative regulation of mitotic metaphase/anaphase transition,19_GO:0048519 negative regulation of biological process,-5.501218441963546,104.37096774193549,17.54230378064408,30198,31,28,3,10.714285714285714,5.845122059892653,699|1063|83540,BUB1|CENPF|NUF2,-3.2100521942201308,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,-4.095277164895649,0.0,-2.7145688518926576,GO:0033044,M0000101,2,0,GO Biological Processes,19,regulation of chromosome organization,19_GO:0050789 regulation of biological process,-5.438011673793737,8.865467889908258,7.516262270247078,30198,250,109,8,7.339449541284404,2.4978475771938924,699|1063|1499|4751|5595|6599|10664|83540,BUB1|CENPF|CTNNB1|NEK2|MAPK3|SMARCC1|CTCF|NUF2,-3.3354532425279984,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-5.417613074394149,0.0,0.0,GO:1902100,M0000100,1,0,GO Biological Processes,19,negative regulation of metaphase/anaphase transition of cell cycle,19_GO:0048519 negative regulation of biological process,-5.417613074394149,98.04545454545455,16.99236247537306,30198,33,28,3,10.714285714285714,5.845122059892653,699|1063|83540,BUB1|CENPF|NUF2,-3.133999964541179,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-5.377765494018697,0.0,0.0,GO:0033046,M0000100,1,0,GO Biological Processes,19,negative regulation of sister chromatid segregation,19_GO:0048519 negative regulation of biological process,-5.377765494018697,95.16176470588235,16.73565990213196,30198,34,28,3,10.714285714285714,5.845122059892653,699|1063|83540,BUB1|CENPF|NUF2,-3.108013523284992,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-5.377765494018697,0.0,0.0,GO:0033048,M0000100,1,0,GO Biological Processes,19,negative regulation of mitotic sister chromatid segregation,19_GO:0048519 negative regulation of biological process,-5.377765494018697,95.16176470588235,16.73565990213196,30198,34,28,3,10.714285714285714,5.845122059892653,699|1063|83540,BUB1|CENPF|NUF2,-3.108013523284992,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-5.377765494018697,0.0,0.0,GO:2000816,M0000100,1,0,GO Biological Processes,19,negative regulation of mitotic sister chromatid separation,19_GO:0048519 negative regulation of biological process,-5.377765494018697,95.16176470588235,16.73565990213196,30198,34,28,3,10.714285714285714,5.845122059892653,699|1063|83540,BUB1|CENPF|NUF2,-3.108013523284992,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-5.374872913248135,0.0,0.0,GO:0007088,M0000100,1,0,GO Biological Processes,19,regulation of mitotic nuclear division,19_GO:0050789 regulation of biological process,-5.374872913248135,36.55932203389831,11.79040762334575,30198,118,28,4,14.285714285714286,6.613000712661083,699|1063|4751|83540,BUB1|CENPF|NEK2|NUF2,-3.108013523284992,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-5.30159814050319,0.0,0.0,GO:0051985,M0000100,1,0,GO Biological Processes,19,negative regulation of chromosome segregation,19_GO:0048519 negative regulation of biological process,-5.30159814050319,89.875,16.25451652637775,30198,36,28,3,10.714285714285714,5.845122059892653,699|1063|83540,BUB1|CENPF|NUF2,-3.0641167517225503,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-5.30159814050319,0.0,0.0,GO:1905819,M0000100,1,0,GO Biological Processes,19,negative regulation of chromosome separation,19_GO:0048519 negative regulation of biological process,-5.30159814050319,89.875,16.25451652637775,30198,36,28,3,10.714285714285714,5.845122059892653,699|1063|83540,BUB1|CENPF|NUF2,-3.0641167517225503,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-5.275433892901173,0.0,0.0,GO:1902850,M0000100,1,0,GO Biological Processes,19,microtubule cytoskeleton organization involved in mitosis,19_GO:0009987 cellular process,-5.275433892901173,34.51200000000001,11.437740440936732,30198,125,28,4,14.285714285714286,6.613000712661083,4751|22974|24137|83540,NEK2|TPX2|KIF4A|NUF2,-3.044634089477049,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-5.225702097164843,0.0,0.0,GO:0007059,M0000100,1,0,GO Biological Processes,19,chromosome segregation,19_GO:0009987 cellular process,-5.225702097164843,18.92105263157895,9.260388775390547,30198,285,28,5,17.857142857142858,7.237888244444443,699|1063|4751|24137|83540,BUB1|CENPF|NEK2|KIF4A|NUF2,-3.007964766579961,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-5.19520655415331,0.0,0.0,GO:0045839,M0000100,1,0,GO Biological Processes,19,negative regulation of mitotic nuclear division,19_GO:0048519 negative regulation of biological process,-5.19520655415331,82.96153846153847,15.602967241494458,30198,39,28,3,10.714285714285714,5.845122059892653,699|1063|83540,BUB1|CENPF|NUF2,-2.987014541474658,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-5.048790562529921,0.0,0.0,GO:0000280,M0000100,1,0,GO Biological Processes,19,nuclear division,19_GO:0009987 cellular process,-5.048790562529921,17.39516129032258,8.839371223883365,30198,310,28,5,17.857142857142858,7.237888244444443,699|4751|22974|24137|83540,BUB1|NEK2|TPX2|KIF4A|NUF2,-2.896619115859266,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-5.020201172620984,0.0,0.0,GO:0051783,M0000100,1,0,GO Biological Processes,19,regulation of nuclear division,19_GO:0050789 regulation of biological process,-5.020201172620984,29.751724137931042,10.572488913277597,30198,145,28,4,14.285714285714286,6.613000712661083,699|1063|4751|83540,BUB1|CENPF|NEK2|NUF2,-2.878955949572946,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-5.008412937837727,0.0,0.0,GO:0000819,M0000100,1,0,GO Biological Processes,19,sister chromatid segregation,19_GO:0009987 cellular process,-5.008412937837727,29.547945205479458,10.53386752656055,30198,146,28,4,14.285714285714286,6.613000712661083,699|4751|24137|83540,BUB1|NEK2|KIF4A|NUF2,-2.8714037818694065,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-4.97672070026616,0.0,0.0,GO:0051784,M0000100,1,0,GO Biological Processes,19,negative regulation of nuclear division,19_GO:0048519 negative regulation of biological process,-4.97672070026616,70.33695652173913,14.337019914838626,30198,46,28,3,10.714285714285714,5.845122059892653,699|1063|83540,BUB1|CENPF|NUF2,-2.856536305799945,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-4.905931380178207,0.0,0.0,GO:0007051,M0000100,1,0,GO Biological Processes,19,spindle organization,19_GO:0009987 cellular process,-4.905931380178207,27.832258064516136,10.202924723292165,30198,155,28,4,14.285714285714286,6.613000712661083,4751|22974|24137|83540,NEK2|TPX2|KIF4A|NUF2,-2.810713312078212,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-4.886235342374427,0.0,0.0,GO:0048285,M0000100,1,0,GO Biological Processes,19,organelle fission,19_GO:0009987 cellular process,-4.886235342374427,16.097014925373134,8.464864894979051,30198,335,28,5,17.857142857142858,7.237888244444443,699|4751|22974|24137|83540,BUB1|NEK2|TPX2|KIF4A|NUF2,-2.805907535716609,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-4.866814732549941,0.0,0.0,GO:0090307,M0000100,1,0,GO Biological Processes,19,mitotic spindle assembly,19_GO:0009987 cellular process,-4.866814732549941,64.71,13.735251437474247,30198,50,28,3,10.714285714285714,5.845122059892653,4751|22974|24137,NEK2|TPX2|KIF4A,-2.7952054376432973,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-4.758166157884433,0.0,0.0,GO:0140014,M0000100,1,0,GO Biological Processes,19,mitotic nuclear division,19_GO:0009987 cellular process,-4.758166157884433,25.526627218934916,9.740561835083097,30198,169,28,4,14.285714285714286,6.613000712661083,4751|22974|24137|83540,NEK2|TPX2|KIF4A|NUF2,-2.719725226230443,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-4.7415375570189315,0.0,0.0,GO:0033047,M0000100,1,0,GO Biological Processes,19,regulation of mitotic sister chromatid segregation,19_GO:0050789 regulation of biological process,-4.7415375570189315,58.82727272727273,13.076577090975022,30198,55,28,3,10.714285714285714,5.845122059892653,699|1063|83540,BUB1|CENPF|NUF2,-2.7115297929018047,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-2.9014105504746475,0.0,0.0,GO:0007346,M0000100,1,0,GO Biological Processes,19,regulation of mitotic cell cycle,19_GO:0050789 regulation of biological process,-4.730451963010904,5.358720919915533,6.016672066561115,30198,517,109,10,9.174311926605505,2.7648899530730944,699|1063|1499|2253|3624|4436|4751|6599|7480|83540,BUB1|CENPF|CTNNB1|FGF8|INHBA|MSH2|NEK2|SMARCC1|WNT10B|NUF2,-2.749736784957035,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-4.4381828006965005,0.0,0.0,R-HSA-68877,M0000100,1,0,Reactome Gene Sets,6,Mitotic Prometaphase,,-4.4381828006965005,21.147058823529417,8.795951067161647,30198,204,28,4,14.285714285714286,6.613000712661083,699|1063|4751|83540,BUB1|CENPF|NEK2|NUF2,-2.4915122423981564,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-4.252495734749306,0.0,0.0,GO:2001251,M0000100,1,0,GO Biological Processes,19,negative regulation of chromosome organization,19_GO:0048519 negative regulation of biological process,-4.252495734749306,40.44375,10.76176208330699,30198,80,28,3,10.714285714285714,5.845122059892653,699|1063|83540,BUB1|CENPF|NUF2,-2.3670744047433074,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-4.085597189501833,0.0,0.0,GO:0030071,M0000100,1,0,GO Biological Processes,19,regulation of mitotic metaphase/anaphase transition,19_GO:0050789 regulation of biological process,-4.085597189501833,35.55494505494506,10.05704565581083,30198,91,28,3,10.714285714285714,5.845122059892653,699|1063|83540,BUB1|CENPF|NUF2,-2.2507436904898834,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-4.043680656067325,0.0,0.0,GO:1902099,M0000100,1,0,GO Biological Processes,19,regulation of metaphase/anaphase transition of cell cycle,19_GO:0050789 regulation of biological process,-4.043680656067325,34.420212765957444,9.886311602118285,30198,94,28,3,10.714285714285714,5.845122059892653,699|1063|83540,BUB1|CENPF|NUF2,-2.2209464576230604,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-4.030014265479449,0.0,0.0,GO:0051225,M0000100,1,0,GO Biological Processes,19,spindle assembly,19_GO:0009987 cellular process,-4.030014265479449,34.05789473684211,9.83117361982735,30198,95,28,3,10.714285714285714,5.845122059892653,4751|22974|24137,NEK2|TPX2|KIF4A,-2.211454339969306,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-4.0164953640696,0.0,0.0,GO:0010965,M0000100,1,0,GO Biological Processes,19,regulation of mitotic sister chromatid separation,19_GO:0050789 regulation of biological process,-4.0164953640696,33.703125,9.776883838117055,30198,96,28,3,10.714285714285714,5.845122059892653,699|1063|83540,BUB1|CENPF|NUF2,-2.207318972825257,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-4.0164953640696,0.0,0.0,R-HSA-141424,M0000100,1,0,Reactome Gene Sets,6,Amplification of signal from the kinetochores,,-4.0164953640696,33.703125,9.776883838117055,30198,96,28,3,10.714285714285714,5.845122059892653,699|1063|83540,BUB1|CENPF|NUF2,-2.207318972825257,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-4.0164953640696,0.0,0.0,R-HSA-141444,M0000100,1,0,Reactome Gene Sets,6,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,,-4.0164953640696,33.703125,9.776883838117055,30198,96,28,3,10.714285714285714,5.845122059892653,699|1063|83540,BUB1|CENPF|NUF2,-2.207318972825257,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-3.9009824479773303,0.0,0.0,GO:0033045,M0000100,1,0,GO Biological Processes,19,regulation of sister chromatid segregation,19_GO:0050789 regulation of biological process,-3.9009824479773303,30.814285714285713,9.323083547203046,30198,105,28,3,10.714285714285714,5.845122059892653,699|1063|83540,BUB1|CENPF|NUF2,-2.1281713856533577,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-3.8643761007993462,0.0,0.0,GO:0010948,M0000100,1,0,GO Biological Processes,19,negative regulation of cell cycle process,19_GO:0048519 negative regulation of biological process,-3.8643761007993462,15.031358885017426,7.276096911998038,30198,287,28,4,14.285714285714286,6.613000712661083,699|1063|4751|83540,BUB1|CENPF|NEK2|NUF2,-2.1040159667383693,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-3.852885615025224,0.0,0.0,GO:1905818,M0000100,1,0,GO Biological Processes,19,regulation of chromosome separation,19_GO:0050789 regulation of biological process,-3.852885615025224,29.68348623853211,9.139334376850368,30198,109,28,3,10.714285714285714,5.845122059892653,699|1063|83540,BUB1|CENPF|NUF2,-2.095879122971835,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-3.823971477061361,0.0,0.0,R-HSA-69278,M0000100,1,0,Reactome Gene Sets,6,"Cell Cycle, Mitotic",,-3.823971477061361,9.61229946524064,6.272731427620297,30198,561,28,5,17.857142857142858,7.237888244444443,699|1063|4751|22974|83540,BUB1|CENPF|NEK2|TPX2|NUF2,-2.0713965998070467,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-3.8065774673337986,0.0,0.0,R-HSA-69618,M0000100,1,0,Reactome Gene Sets,6,Mitotic Spindle Checkpoint,,-3.8065774673337986,28.63274336283186,8.965230861677522,30198,113,28,3,10.714285714285714,5.845122059892653,699|1063|83540,BUB1|CENPF|NUF2,-2.0586690355322186,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-3.7619324179352636,0.0,0.0,R-HSA-9648025,M0000100,1,0,Reactome Gene Sets,6,EML4 and NUDC in mitotic spindle formation,,-3.7619324179352636,27.653846153846153,8.799944695150979,30198,117,28,3,10.714285714285714,5.845122059892653,699|1063|83540,BUB1|CENPF|NUF2,-2.0266451755751107,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-2.922552463937331,0.0,0.0,GO:0045930,M0000100,1,0,GO Biological Processes,19,negative regulation of mitotic cell cycle,19_GO:0048519 negative regulation of biological process,-3.7459774703871727,7.322798367214969,5.75523306413836,30198,227,109,6,5.504587155963303,2.184512281214591,699|1063|1499|3624|4436|83540,BUB1|CENPF|CTNNB1|INHBA|MSH2|NUF2,-1.9268230715849393,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-3.740197851326592,0.0,0.0,GO:0000070,M0000100,1,0,GO Biological Processes,19,mitotic sister chromatid segregation,19_GO:0009987 cellular process,-3.740197851326592,27.189075630252102,8.720376055564913,30198,119,28,3,10.714285714285714,5.845122059892653,4751|24137|83540,NEK2|KIF4A|NUF2,-2.0095764092892874,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-3.7254587553248664,0.0,0.0,GO:0140694,M0000100,1,0,GO Biological Processes,19,non-membrane-bounded organelle assembly,19_GO:0009987 cellular process,-3.7254587553248664,13.82692307692308,6.938077573461719,30198,312,28,4,14.285714285714286,6.613000712661083,1063|4751|22974|24137,CENPF|NEK2|TPX2|KIF4A,-2.002414191059495,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-3.647644133699338,0.0,0.0,R-HSA-195258,M0000100,1,0,Reactome Gene Sets,6,RHO GTPase Effectors,,-3.721682778663825,5.930645568554835,5.395653494900803,30198,327,109,7,6.422018348623853,2.3480609122499354,699|1063|1499|5595|6722|83540|128239,BUB1|CENPF|CTNNB1|MAPK3|SRF|NUF2|IQGAP3,-1.9076377856400717,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-3.6978394624030284,0.0,0.0,GO:0007093,M0000100,1,0,GO Biological Processes,19,mitotic cell cycle checkpoint signaling,19_GO:0023052 signaling,-3.6978394624030284,26.304878048780488,8.566970007281954,30198,123,28,3,10.714285714285714,5.845122059892653,699|1063|83540,BUB1|CENPF|NUF2,-1.9781572933734517,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-3.666995305666235,0.0,0.0,R-HSA-2500257,M0000100,1,0,Reactome Gene Sets,6,Resolution of Sister Chromatid Cohesion,,-3.666995305666235,25.678571428571427,8.45663122361892,30198,126,28,3,10.714285714285714,5.845122059892653,699|1063|83540,BUB1|CENPF|NUF2,-1.9534014767470782,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-3.627031487914476,0.0,0.0,GO:0051983,M0000100,1,0,GO Biological Processes,19,regulation of chromosome segregation,19_GO:0050789 regulation of biological process,-3.627031487914476,24.888461538461538,8.315355992137604,30198,130,28,3,10.714285714285714,5.845122059892653,699|1063|83540,BUB1|CENPF|NUF2,-1.92473060615692,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-3.5735226491593637,0.0,0.0,GO:0010639,M0000100,1,0,GO Biological Processes,19,negative regulation of organelle organization,19_GO:0048519 negative regulation of biological process,-3.5735226491593637,12.614035087719301,6.580420336088355,30198,342,28,4,14.285714285714286,6.613000712661083,699|1063|22974|83540,BUB1|CENPF|TPX2|NUF2,-1.8815497520923072,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-3.5324447199611595,0.0,0.0,R-HSA-5663220,M0000100,1,0,Reactome Gene Sets,6,RHO GTPases Activate Formins,,-3.5324447199611595,23.110714285714284,7.988403817228216,30198,140,28,3,10.714285714285714,5.845122059892653,699|1063|83540,BUB1|CENPF|NUF2,-1.8471314525628453,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-3.421943450178527,0.0,0.0,GO:0045786,M0000100,1,0,GO Biological Processes,19,negative regulation of cell cycle,19_GO:0048519 negative regulation of biological process,-3.421943450178527,11.504000000000003,6.235452033713632,30198,375,28,4,14.285714285714286,6.613000712661083,699|1063|4751|83540,BUB1|CENPF|NEK2|NUF2,-1.763181210222259,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-3.419453777892584,0.0,0.0,GO:0000075,M0000100,1,0,GO Biological Processes,19,cell cycle checkpoint signaling,19_GO:0023052 signaling,-3.419453777892584,21.147058823529413,7.611049136958872,30198,153,28,3,10.714285714285714,5.845122059892653,699|1063|83540,BUB1|CENPF|NUF2,-1.7615787588412093,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-3.4031144074263415,0.0,0.0,R-HSA-1640170,M0000100,1,0,Reactome Gene Sets,6,Cell Cycle,,-3.4031144074263415,7.792630057803469,5.506924227185357,30198,692,28,5,17.857142857142858,7.237888244444443,699|1063|4751|22974|83540,BUB1|CENPF|NEK2|TPX2|NUF2,-1.7487702572701003,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-3.2445226571691284,0.0,0.0,R-HSA-68886,M0000100,1,0,Reactome Gene Sets,6,M Phase,,-3.2445226571691284,10.320574162679428,5.845769952986918,30198,418,28,4,14.285714285714286,6.613000712661083,699|1063|4751|83540,BUB1|CENPF|NEK2|NUF2,-1.6207168668520806,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-3.227786741085128,0.0,0.0,GO:1901991,M0000100,1,0,GO Biological Processes,19,negative regulation of mitotic cell cycle phase transition,19_GO:0048519 negative regulation of biological process,-3.227786741085128,18.176966292134832,7.002036667051253,30198,178,28,3,10.714285714285714,5.845122059892653,699|1063|83540,BUB1|CENPF|NUF2,-1.6088804316980096,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-3.1389408031146364,0.0,0.0,R-HSA-2467813,M0000100,1,0,Reactome Gene Sets,6,Separation of Sister Chromatids,,-3.1389408031146364,16.93979057591623,6.73226597760804,30198,191,28,3,10.714285714285714,5.845122059892653,699|1063|83540,BUB1|CENPF|NUF2,-1.540027619038547,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-3.1064419200048388,0.0,0.0,R-HSA-69275,M0000100,1,0,Reactome Gene Sets,6,G2/M Transition,,-3.1064419200048388,16.507653061224488,6.6354788426433124,30198,196,28,3,10.714285714285714,5.845122059892653,1063|4751|22974,CENPF|NEK2|TPX2,-1.5165254428923405,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-3.0936847159430303,0.0,0.0,R-HSA-453274,M0000100,1,0,Reactome Gene Sets,6,Mitotic G2-G2/M phases,,-3.0936847159430303,16.34090909090909,6.597757122353021,30198,198,28,3,10.714285714285714,5.845122059892653,1063|4751|22974,CENPF|NEK2|TPX2,-1.5067894300188733,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-2.0774692531184376,0.0,0.0,GO:1901987,M0000100,1,0,GO Biological Processes,19,regulation of cell cycle phase transition,19_GO:0050789 regulation of biological process,-2.87802828840314,4.271632380875399,4.227503827494477,30198,454,109,7,6.422018348623853,2.3480609122499354,699|1063|3624|4436|6599|7480|83540,BUB1|CENPF|INHBA|MSH2|SMARCC1|WNT10B|NUF2,-1.1802647124551884,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-2.8740925491684974,0.0,0.0,R-HSA-68882,M0000100,1,0,Reactome Gene Sets,6,Mitotic Anaphase,,-2.8740925491684974,13.709745762711865,5.971462715661987,30198,236,28,3,10.714285714285714,5.845122059892653,699|1063|83540,BUB1|CENPF|NUF2,-1.3305783274399225,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-2.8738287477986484,0.0,0.0,GO:0000226,M0000100,1,0,GO Biological Processes,19,microtubule cytoskeleton organization,19_GO:0009987 cellular process,-2.8738287477986484,8.20152091254753,5.075945473146858,30198,526,28,4,14.285714285714286,6.613000712661083,4751|22974|24137|83540,NEK2|TPX2|KIF4A|NUF2,-1.3305783274399225,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-2.868828814363597,0.0,0.0,R-HSA-2555396,M0000100,1,0,Reactome Gene Sets,6,Mitotic Metaphase and Anaphase,,-2.868828814363597,13.651898734177216,5.9569641704804175,30198,237,28,3,10.714285714285714,5.845122059892653,699|1063|83540,BUB1|CENPF|NUF2,-1.3269538512071175,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-2.863588468746846,0.0,0.0,GO:1901988,M0000100,1,0,GO Biological Processes,19,negative regulation of cell cycle phase transition,19_GO:0048519 negative regulation of biological process,-2.863588468746846,13.594537815126051,5.942553068837906,30198,238,28,3,10.714285714285714,5.845122059892653,699|1063|83540,BUB1|CENPF|NUF2,-1.3244032370267695,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-2.848005809026934,0.0,0.0,GO:0051321,M0000100,1,0,GO Biological Processes,19,meiotic cell cycle,19_GO:0022414 reproductive process,-2.848005809026934,13.425311203319502,5.899835414985025,30198,241,28,3,10.714285714285714,5.845122059892653,699|4751|83540,BUB1|NEK2|NUF2,-1.3135156985152376,0,6,0,0,-9.236951281135001,111.56896551724138,
0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-2.372230206788038,0.0,0.0,GO:1901990,M0000100,1,0,GO Biological Processes,19,regulation of mitotic cell cycle phase transition,19_GO:0050789 regulation of biological process,-2.7312837719629757,4.682465434810699,4.200711806706196,30198,355,109,6,5.504587155963303,2.184512281214591,699|1063|3624|6599|7480|83540,BUB1|CENPF|INHBA|SMARCC1|WNT10B|NUF2,-1.0525295534491996,0,6,0,0,-9.236951281135001,111.56896551724138,
