_MEMBER_CNet-SVM,_MEMBER_Enet-SVM,_MEMBER_L2SCAD-SVM,_MEMBER_SCAD-SVM,_MEMBER_SGLasso-SVM,_MEMBER_SVM-RFE,_MEMBER_mRMR-SVM,_LogP_CNet-SVM,_LogP_Enet-SVM,_LogP_L2SCAD-SVM,_LogP_SCAD-SVM,_LogP_SGLasso-SVM,_LogP_SVM-RFE,_LogP_mRMR-SVM,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,0,0,0,0,0,0,-4.3,0,0,0,0,0,0,GO:0072028,nephron morphogenesis,M1000000,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.8,GO:0097305,response to alcohol,M0000001,1,0
1,0,0,0,0,0,0,-5.8,0,0,0,0,0,0,R-HSA-5654688,SHC-mediated cascade:FGFR1,M1000000,1,0
1,0,0,0,0,0,0,-4.7,0,0,0,0,0,0,WP2848,Pluripotent stem cell differentiation pathway,M1000000,1,0
0,0,0,0,1,0,0,0,0,0,0,-4,0,0,GO:0010965,regulation of mitotic sister chromatid separation,M0000100,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-8.3,GO:0032774,RNA biosynthetic process,M0000001,1,0
1,0,0,0,0,0,0,-3.5,0,0,0,0,0,0,R-HSA-5617472,Activation of anterior HOX genes in hindbrain development during early embryogenesis,M1000000,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4,WP2355,Corticotropin-releasing hormone signaling pathway,M0000001,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3.1,hsa05034,Alcoholism,M0000001,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4.3,hsa04917,Prolactin signaling pathway,M0000001,1,0
0,0,0,0,1,0,0,0,0,0,0,-3.8,0,0,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation,M0000100,1,0
1,0,0,0,0,0,0,-5.1,0,0,0,0,0,0,R-HSA-5655302,Signaling by FGFR1 in disease,M1000000,1,0
0,0,0,0,1,0,0,0,0,0,0,-2.4,0,0,GO:0051129,negative regulation of cellular component organization,M0000100,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-5.2,hsa04935,"Growth hormone synthesis, secretion and action",M0000001,1,0
1,0,0,0,0,0,0,-6.1,0,0,0,0,0,0,R-HSA-5654704,SHC-mediated cascade:FGFR3,M1000000,1,0
1,0,0,0,0,0,0,-4.6,0,0,0,0,0,0,R-HSA-2428928,IRS-related events triggered by IGF1R,M1000000,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-6.5,hsa05213,Endometrial cancer,M0000001,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3,WP3888,VEGFA-VEGFR2 signaling pathway,M0000001,1,0
1,0,0,0,0,0,0,-4,0,0,0,0,0,0,GO:0072163,mesonephric epithelium development,M1000000,1,0
1,0,0,0,0,0,0,-2.6,0,0,0,0,0,0,GO:0090068,positive regulation of cell cycle process,M1000000,1,0
1,0,0,0,0,0,0,-7.2,0,0,0,0,0,0,GO:0072009,nephron epithelium development,M1000000,1,0
1,0,0,0,0,0,0,-2.9,0,0,0,0,0,0,GO:0048167,regulation of synaptic plasticity,M1000000,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.6,WP4754,IL-18 signaling pathway,M0000001,1,0
1,0,0,0,0,0,0,-4,0,0,0,0,0,0,GO:0071774,response to fibroblast growth factor,M1000000,1,0
1,0,0,0,0,0,0,-5,0,0,0,0,0,0,GO:0021983,pituitary gland development,M1000000,1,0
1,0,0,0,0,0,0,-4.4,0,0,0,0,0,0,R-HSA-1226099,Signaling by FGFR in disease,M1000000,1,0
1,0,0,0,0,0,0,-3.3,0,0,0,0,0,0,GO:0071560,cellular response to transforming growth factor beta stimulus,M1000000,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.3,GO:0045765,regulation of angiogenesis,M0000001,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3.3,WP706,Sudden infant death syndrome (SIDS) susceptibility pathways,M0000001,1,0
1,0,0,0,0,0,0,-5.6,0,0,0,0,0,0,GO:0031128,developmental induction,M1000000,1,0
0,0,0,0,1,0,0,0,0,0,0,-2.4,0,0,R-HSA-382551,Transport of small molecules,M0000100,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.5,GO:0043009,chordate embryonic development,M0000001,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.6,GO:0051091,positive regulation of DNA-binding transcription factor activity,M0000001,1,0
0,0,0,0,1,0,0,0,0,0,0,-3.9,0,0,GO:1905818,regulation of chromosome separation,M0000100,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4.9,GO:0098609,cell-cell adhesion,M0000001,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4.2,GO:0080135,regulation of cellular response to stress,M0000001,1,0
0,0,0,0,1,0,0,0,0,0,0,-4.1,0,0,GO:0030071,regulation of mitotic metaphase/anaphase transition,M0000100,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4.4,R-HSA-9614085,FOXO-mediated transcription,M0000001,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-5.6,hsa05215,Prostate cancer,M0000001,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4.5,M254,PID MYC REPRESS PATHWAY,M0000001,1,0
1,0,0,0,0,0,0,-4.1,0,0,0,0,0,0,GO:0003151,outflow tract morphogenesis,M1000000,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3.6,hsa04919,Thyroid hormone signaling pathway,M0000001,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-8.4,GO:0006351,"transcription, DNA-templated",M0000001,1,0
0,0,0,0,1,0,0,0,0,0,0,-5,0,0,GO:0051784,negative regulation of nuclear division,M0000100,1,0
1,0,0,0,0,0,0,-4,0,0,0,0,0,0,GO:2000243,positive regulation of reproductive process,M1000000,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-5.7,WP69,T-cell receptor signaling pathway,M0000001,1,0
1,0,0,0,0,0,0,-5.5,0,0,0,0,0,0,R-HSA-5654716,Downstream signaling of activated FGFR4,M1000000,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4.3,hsa05223,Non-small cell lung cancer,M0000001,1,0
1,0,0,0,0,0,0,-3.7,0,0,0,0,0,0,M164,PID ERBB1 DOWNSTREAM PATHWAY,M1000000,1,0
0,0,0,0,1,0,0,0,0,0,0,-6.5,0,0,GO:0051301,cell division,M0000100,1,0
0,0,0,0,0,1,0,0,0,0,0,0,-5,0,GO:0014074,response to purine-containing compound,M0000010,1,0
1,0,0,0,0,0,0,-5.1,0,0,0,0,0,0,GO:0030278,regulation of ossification,M1000000,1,0
0,0,0,0,1,0,0,0,0,0,0,-5.3,0,0,GO:1905819,negative regulation of chromosome separation,M0000100,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-5.5,hsa04933,AGE-RAGE signaling pathway in diabetic complications,M0000001,1,0
1,0,0,0,0,0,0,-5.8,0,0,0,0,0,0,R-HSA-5655332,Signaling by FGFR3 in disease,M1000000,1,0
1,0,0,0,0,0,0,-2.2,0,0,0,0,0,0,GO:0045787,positive regulation of cell cycle,M1000000,1,0
1,0,0,0,0,0,0,-2.6,0,0,0,0,0,0,GO:0016055,Wnt signaling pathway,M1000000,1,0
1,0,0,0,0,0,0,-4,0,0,0,0,0,0,GO:0060993,kidney morphogenesis,M1000000,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.2,GO:0001701,in utero embryonic development,M0000001,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-5,R-HSA-8953897,Cellular responses to stimuli,M0000001,1,0
0,0,0,0,1,0,0,0,0,0,0,-2.9,0,0,R-HSA-2555396,Mitotic Metaphase and Anaphase,M0000100,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4.3,hsa04520,Adherens junction,M0000001,1,0
1,0,0,0,0,0,0,-3.7,0,0,0,0,0,0,hsa04625,C-type lectin receptor signaling pathway,M1000000,1,0
0,0,0,0,0,1,0,0,0,0,0,0,-3.4,0,GO:0035150,regulation of tube size,M0000010,1,0
0,0,0,0,1,0,0,0,0,0,0,-3.4,0,0,GO:0045786,negative regulation of cell cycle,M0000100,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-6,WP4223,Ras signaling,M0000001,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3.7,hsa04668,TNF signaling pathway,M0000001,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3.9,GO:0097306,cellular response to alcohol,M0000001,1,0
0,0,0,0,1,0,0,0,0,0,0,-5,0,0,GO:0000280,nuclear division,M0000100,1,0
0,0,0,0,1,0,0,0,0,0,0,-2.8,0,0,GO:0051321,meiotic cell cycle,M0000100,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-6,hsa05214,Glioma,M0000001,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-7.9,hsa05220,Chronic myeloid leukemia,M0000001,1,0
0,0,0,0,1,0,0,0,0,0,0,-4,0,0,R-HSA-141424,Amplification of signal from the kinetochores,M0000100,1,0
1,0,0,0,0,0,0,-2.7,0,0,0,0,0,0,GO:0010817,regulation of hormone levels,M1000000,1,0
1,0,0,0,0,0,0,-2.6,0,0,0,0,0,0,GO:0198738,cell-cell signaling by wnt,M1000000,1,0
1,0,0,0,0,0,0,-4,0,0,0,0,0,0,GO:0001657,ureteric bud development,M1000000,1,0
0,0,0,0,1,0,0,0,0,0,0,-5.4,0,0,GO:0033046,negative regulation of sister chromatid segregation,M0000100,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.9,hsa04024,cAMP signaling pathway,M0000001,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-5.1,M82,PID RET PATHWAY,M0000001,1,0
0,0,0,0,1,0,0,0,0,0,0,-2.4,0,0,R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",M0000100,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-6,GO:0031056,regulation of histone modification,M0000001,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.9,R-HSA-5357801,Programmed Cell Death,M0000001,1,0
0,0,0,0,1,0,0,0,0,0,0,-3.8,0,0,R-HSA-69618,Mitotic Spindle Checkpoint,M0000100,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-6.2,M12771,SA PTEN PATHWAY,M0000001,1,0
0,0,0,0,1,0,0,0,0,0,0,-5,0,0,GO:0000819,sister chromatid segregation,M0000100,1,0
0,0,0,0,0,1,0,0,0,0,0,0,-3.6,0,GO:0007613,memory,M0000010,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.7,GO:0030098,lymphocyte differentiation,M0000001,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-5.7,M274,PID LYMPH ANGIOGENESIS PATHWAY,M0000001,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.4,GO:0009792,embryo development ending in birth or egg hatching,M0000001,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4.8,WP3646,Hepatitis C and hepatocellular carcinoma,M0000001,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.3,R-HSA-3700989,Transcriptional Regulation by TP53,M0000001,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.3,GO:0010038,response to metal ion,M0000001,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4,GO:1901983,regulation of protein acetylation,M0000001,1,0
1,0,0,0,0,0,0,-3.8,0,0,0,0,0,0,GO:0008285,negative regulation of cell population proliferation,M1000000,1,0
1,0,0,0,0,0,0,-2.1,0,0,0,0,0,0,GO:0048880,sensory system development,M1000000,1,0
1,0,0,0,0,0,0,-2.3,0,0,0,0,0,0,GO:1905114,cell surface receptor signaling pathway involved in cell-cell signaling,M1000000,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4.4,hsa05221,Acute myeloid leukemia,M0000001,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3,GO:0032872,regulation of stress-activated MAPK cascade,M0000001,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4.9,R-HSA-9707616,Heme signaling,M0000001,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.7,GO:0043068,positive regulation of programmed cell death,M0000001,1,0
1,0,0,0,0,0,0,-6.6,0,0,0,0,0,0,GO:0072006,nephron development,M1000000,1,0
1,0,0,0,0,0,0,-6.2,0,0,0,0,0,0,WP4928,MAPK pathway in congenital thyroid cancer,M1000000,1,0
0,0,0,0,1,0,0,0,0,0,0,-2.1,0,0,GO:1901987,regulation of cell cycle phase transition,M0000100,1,0
1,0,0,0,0,0,0,-5.4,0,0,0,0,0,0,R-HSA-5654696,Downstream signaling of activated FGFR2,M1000000,1,0
0,0,0,0,0,1,0,0,0,0,0,0,-5.1,0,GO:0003012,muscle system process,M0000010,1,0
0,0,0,0,1,0,0,0,0,0,0,-2.9,0,0,GO:0007346,regulation of mitotic cell cycle,M0000100,1,0
0,0,0,0,1,0,0,0,0,0,0,-2.9,0,0,GO:0000226,microtubule cytoskeleton organization,M0000100,1,0
1,0,0,0,0,0,0,-3.7,0,0,0,0,0,0,GO:0070167,regulation of biomineral tissue development,M1000000,1,0
0,0,0,0,1,0,0,0,0,0,0,-4.7,0,0,GO:0033047,regulation of mitotic sister chromatid segregation,M0000100,1,0
1,0,0,0,0,0,0,-4.8,0,0,0,0,0,0,GO:0002067,glandular epithelial cell differentiation,M1000000,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.3,GO:0006468,protein phosphorylation,M0000001,1,0
0,0,0,0,1,0,0,0,0,0,0,-2.6,0,0,R-HSA-69620,Cell Cycle Checkpoints,M0000100,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-5.5,R-HSA-2219528,PI3K/AKT Signaling in Cancer,M0000001,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4,GO:0014033,neural crest cell differentiation,M0000001,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.2,GO:0050878,regulation of body fluid levels,M0000001,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4.5,hsa05152,Tuberculosis,M0000001,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.3,GO:0019221,cytokine-mediated signaling pathway,M0000001,1,0
1,0,0,0,0,0,0,-5.4,0,0,0,0,0,0,GO:0110110,positive regulation of animal organ morphogenesis,M1000000,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4.1,GO:0030509,BMP signaling pathway,M0000001,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-6.3,GO:0048863,stem cell differentiation,M0000001,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3.6,hsa04722,Neurotrophin signaling pathway,M0000001,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3.2,WP3929,Chemokine signaling pathway,M0000001,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4.9,hsa04072,Phospholipase D signaling pathway,M0000001,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.6,R-HSA-9675108,Nervous system development,M0000001,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3.7,hsa04725,Cholinergic synapse,M0000001,1,0
1,0,0,0,0,0,0,-4.7,0,0,0,0,0,0,GO:0050886,endocrine process,M1000000,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3.5,WP3915,Angiopoietin-like protein 8 regulatory pathway,M0000001,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-5.7,WP4263,Pancreatic adenocarcinoma pathway,M0000001,1,0
1,0,0,0,0,0,0,-4.9,0,0,0,0,0,0,R-HSA-5655253,Signaling by FGFR2 in disease,M1000000,1,0
1,0,0,0,0,0,0,-5.9,0,0,0,0,0,0,R-HSA-5654706,FRS-mediated FGFR3 signaling,M1000000,1,0
0,0,0,0,1,0,0,0,0,0,0,-5.7,0,0,GO:0098813,nuclear chromosome segregation,M0000100,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-4,R-HSA-170834,Signaling by TGF-beta Receptor Complex,M0000001,1,0
0,0,0,0,1,0,0,0,0,0,0,-5.4,0,0,GO:2000816,negative regulation of mitotic sister chromatid separation,M0000100,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3.8,GO:0031058,positive regulation of histone modification,M0000001,1,0
0,0,0,0,0,1,0,0,0,0,0,0,-3.9,0,GO:0046620,regulation of organ growth,M0000010,1,0
0,0,0,0,1,0,0,0,0,0,0,-4.9,0,0,GO:0048285,organelle fission,M0000100,1,0
0,0,0,0,0,1,0,0,0,0,0,0,-2.4,0,GO:0048638,regulation of developmental growth,M0000010,1,0
