Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
_FINAL,KEGG Pathway,24,hsa05206,MicroRNAs in cancer,,-2.3,5.9,4.1,30198,310,66,4,6.1,2.9,3845|5595|6464|7148,KRAS|MAPK3|SHC1|TNXB,-1.4
_FINAL,GO Biological Processes,19,GO:0000280,nuclear division,19_GO:0009987 cellular process,-2.3,5.9,4.1,30198,310,66,4,6.1,2.9,699|4751|22974|83540,BUB1|NEK2|TPX2|NUF2,-1.4
_FINAL,GO Biological Processes,19,GO:0007051,spindle organization,19_GO:0009987 cellular process,-2.3,8.9,4.6,30198,155,66,3,4.5,2.6,4751|22974|83540,NEK2|TPX2|NUF2,-1.4
_FINAL,GO Biological Processes,19,GO:0140694,non-membrane-bounded organelle assembly,19_GO:0009987 cellular process,-2.3,5.9,4,30198,312,66,4,6.1,2.9,1063|4751|6722|22974,CENPF|NEK2|SRF|TPX2,-1.4
_FINAL,GO Biological Processes,19,GO:0006935,chemotaxis,19_GO:0040011 locomotion,-2.3,4.5,3.7,30198,506,66,5,7.6,3.3,1959|2920|3815|4089|51176,EGR2|CXCL2|KIT|SMAD4|LEF1,-1.4
_FINAL,GO Biological Processes,19,GO:0042330,taxis,19_GO:0040011 locomotion,-2.3,4.5,3.7,30198,508,66,5,7.6,3.3,1959|2920|3815|4089|51176,EGR2|CXCL2|KIT|SMAD4|LEF1,-1.4
_FINAL,GO Biological Processes,19,GO:0006954,inflammatory response,19_GO:0050896 response to stimulus,-2.2,4.4,3.6,30198,523,66,5,7.6,3.3,2920|3725|3815|5966|27190,CXCL2|JUN|KIT|REL|IL17B,-1.3
_FINAL,GO Biological Processes,19,GO:0140014,mitotic nuclear division,19_GO:0009987 cellular process,-2.2,8.1,4.3,30198,169,66,3,4.5,2.6,4751|22974|83540,NEK2|TPX2|NUF2,-1.3
_FINAL,GO Biological Processes,19,GO:0051493,regulation of cytoskeleton organization,19_GO:0050789 regulation of biological process,-2.2,4.3,3.6,30198,531,66,5,7.6,3.3,4089|5595|22974|54361|128239,SMAD4|MAPK3|TPX2|WNT4|IQGAP3,-1.3
_FINAL,Reactome Gene Sets,6,R-HSA-373076,Class A/1 (Rhodopsin-like receptors),,-2.2,5.5,3.8,30198,335,66,4,6.1,2.9,148|2920|5021|5179,ADRA1A|CXCL2|OXTR|PENK,-1.3
_FINAL,GO Biological Processes,19,GO:0048285,organelle fission,19_GO:0009987 cellular process,-2.2,5.5,3.8,30198,335,66,4,6.1,2.9,699|4751|22974|83540,BUB1|NEK2|TPX2|NUF2,-1.3
_FINAL,GO Biological Processes,19,GO:0000302,response to reactive oxygen species,19_GO:0050896 response to stimulus,-2.2,8,4.3,30198,171,66,3,4.5,2.6,3043|3725|5595,HBB|JUN|MAPK3,-1.3
_FINAL,GO Biological Processes,19,GO:0030111,regulation of Wnt signaling pathway,19_GO:0023052 signaling,-2.2,5.4,3.8,30198,336,66,4,6.1,2.9,1499|3489|7480|51176,CTNNB1|IGFBP6|WNT10B|LEF1,-1.3
_FINAL,GO Biological Processes,19,GO:0007596,blood coagulation,19_GO:0032501 multicellular organismal process,-2.2,8,4.3,30198,172,66,3,4.5,2.6,1311|3043|6722,COMP|HBB|SRF,-1.3
_FINAL,GO Biological Processes,19,GO:0051052,regulation of DNA metabolic process,19_GO:0008152 metabolic process,-2.2,4.3,3.6,30198,537,66,5,7.6,3.3,1499|4436|4751|5595|6599,CTNNB1|MSH2|NEK2|MAPK3|SMARCC1,-1.3
_FINAL,GO Biological Processes,19,GO:0006259,DNA metabolic process,19_GO:0008152 metabolic process,-2.2,3.6,3.4,30198,763,66,6,9.1,3.5,571|1063|4436|10664|51176|286826,BACH1|CENPF|MSH2|CTCF|LEF1|LIN9,-1.3
_FINAL,GO Biological Processes,19,GO:0030036,actin cytoskeleton organization,19_GO:0009987 cellular process,-2.2,4.3,3.6,30198,538,66,5,7.6,3.3,3815|3845|6464|6722|7148,KIT|KRAS|SHC1|SRF|TNXB,-1.3
_FINAL,GO Biological Processes,19,GO:0010634,positive regulation of epithelial cell migration,19_GO:0040011 locomotion,-2.2,7.9,4.3,30198,174,66,3,4.5,2.6,2246|3725|8817,FGF1|JUN|FGF18,-1.3
_FINAL,GO Biological Processes,19,GO:0050817,coagulation,19_GO:0032501 multicellular organismal process,-2.2,7.9,4.3,30198,174,66,3,4.5,2.6,1311|3043|6722,COMP|HBB|SRF,-1.3
_FINAL,GO Biological Processes,19,GO:1902107,positive regulation of leukocyte differentiation,19_GO:0002376 immune system process,-2.2,7.8,4.2,30198,177,66,3,4.5,2.6,1385|6599|51176,CREB1|SMARCC1|LEF1,-1.2
_FINAL,GO Biological Processes,19,GO:0007599,hemostasis,19_GO:0065007 biological regulation,-2.2,7.8,4.2,30198,177,66,3,4.5,2.6,1311|3043|6722,COMP|HBB|SRF,-1.2
_FINAL,GO Biological Processes,19,GO:1903708,positive regulation of hemopoiesis,19_GO:0002376 immune system process,-2.2,7.8,4.2,30198,177,66,3,4.5,2.6,1385|6599|51176,CREB1|SMARCC1|LEF1,-1.2
_FINAL,GO Biological Processes,19,GO:0046890,regulation of lipid biosynthetic process,19_GO:0008152 metabolic process,-2.2,7.8,4.2,30198,177,66,3,4.5,2.6,1385|2246|54361,CREB1|FGF1|WNT4,-1.2
_FINAL,GO Biological Processes,19,GO:0062012,regulation of small molecule metabolic process,19_GO:0008152 metabolic process,-2.2,5.3,3.8,30198,345,66,4,6.1,2.9,208|2246|3815|54361,AKT2|FGF1|KIT|WNT4,-1.2
_FINAL,GO Biological Processes,19,GO:0008361,regulation of cell size,19_GO:0065007 biological regulation,-2.1,7.7,4.2,30198,179,66,3,4.5,2.6,1385|6722|128239,CREB1|SRF|IQGAP3,-1.2
_FINAL,Reactome Gene Sets,6,R-HSA-422475,Axon guidance,,-2.1,4.1,3.5,30198,552,66,5,7.6,3.3,1284|1385|3845|5595|6464,COL4A2|CREB1|KRAS|MAPK3|SHC1,-1.2
_FINAL,Reactome Gene Sets,6,R-HSA-109581,Apoptosis,,-2.1,7.6,4.2,30198,180,66,3,4.5,2.6,208|1499|5595,AKT2|CTNNB1|MAPK3,-1.2
_FINAL,GO Biological Processes,19,GO:0051249,regulation of lymphocyte activation,19_GO:0002376 immune system process,-2.1,4.1,3.5,30198,557,66,5,7.6,3.3,1499|3624|4436|6599|51176,CTNNB1|INHBA|MSH2|SMARCC1|LEF1,-1.2
_FINAL,KEGG Pathway,24,hsa04360,Axon guidance,,-2.1,7.5,4.1,30198,182,66,3,4.5,2.6,3845|5595|54361,KRAS|MAPK3|WNT4,-1.2
_FINAL,GO Biological Processes,19,GO:1904018,positive regulation of vasculature development,19_GO:0032502 developmental process,-2.1,7.5,4.1,30198,184,66,3,4.5,2.6,2246|8817|28514,FGF1|FGF18|DLL1,-1.2
_FINAL,KEGG Pathway,24,hsa04621,NOD-like receptor signaling pathway,,-2.1,7.5,4.1,30198,184,66,3,4.5,2.6,2920|3725|5595,CXCL2|JUN|MAPK3,-1.2
_FINAL,GO Biological Processes,19,GO:0045766,positive regulation of angiogenesis,19_GO:0032502 developmental process,-2.1,7.5,4.1,30198,184,66,3,4.5,2.6,2246|8817|28514,FGF1|FGF18|DLL1,-1.2
_FINAL,GO Biological Processes,19,GO:0001667,ameboidal-type cell migration,19_GO:0040011 locomotion,-2.1,7.4,4.1,30198,185,66,3,4.5,2.6,2253|3815|6722,FGF8|KIT|SRF,-1.2
_FINAL,GO Biological Processes,19,GO:0019221,cytokine-mediated signaling pathway,19_GO:0023052 signaling,-2.1,5.1,3.6,30198,360,66,4,6.1,2.9,2920|3815|4089|5595,CXCL2|KIT|SMAD4|MAPK3,-1.2
_FINAL,GO Biological Processes,19,GO:0007265,Ras protein signal transduction,19_GO:0023052 signaling,-2.1,7.3,4.1,30198,188,66,3,4.5,2.6,3725|3845|128239,JUN|KRAS|IQGAP3,-1.2
_FINAL,GO Biological Processes,19,GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation,19_GO:0048518 positive regulation of biological process,-2.1,7.3,4.1,30198,188,66,3,4.5,2.6,148|2253|3815,ADRA1A|FGF8|KIT,-1.2
_FINAL,KEGG Pathway,24,hsa04080,Neuroactive ligand-receptor interaction,,-2.1,5.1,3.6,30198,362,66,4,6.1,2.9,148|5021|5179|9127,ADRA1A|OXTR|PENK|P2RX6,-1.2
_FINAL,GO Biological Processes,19,GO:0031589,cell-substrate adhesion,19_GO:0009987 cellular process,-2.1,7.3,4,30198,189,66,3,4.5,2.6,1499|6722|7148,CTNNB1|SRF|TNXB,-1.2
_FINAL,GO Biological Processes,19,GO:0051302,regulation of cell division,19_GO:0050789 regulation of biological process,-2.1,7.3,4,30198,189,66,3,4.5,2.6,2246|2253|28514,FGF1|FGF8|DLL1,-1.2
_FINAL,GO Biological Processes,19,GO:0071248,cellular response to metal ion,19_GO:0050896 response to stimulus,-2.1,7.2,4,30198,190,66,3,4.5,2.6,1385|3725|5595,CREB1|JUN|MAPK3,-1.2
_FINAL,GO Biological Processes,19,GO:0048839,inner ear development,19_GO:0032502 developmental process,-2.1,7.2,4,30198,190,66,3,4.5,2.6,2253|23493|28514,FGF8|HEY2|DLL1,-1.2
_FINAL,GO Biological Processes,19,GO:0044703,multi-organism reproductive process,19_GO:0022414 reproductive process,-2.1,7.2,4,30198,190,66,3,4.5,2.6,5021|6532|54361,OXTR|SLC6A4|WNT4,-1.2
_FINAL,GO Biological Processes,19,GO:0032989,cellular component morphogenesis,19_GO:0032502 developmental process,-2.1,4,3.4,30198,574,66,5,7.6,3.3,1385|1499|1959|4089|6722,CREB1|CTNNB1|EGR2|SMAD4|SRF,-1.2
_FINAL,Reactome Gene Sets,6,R-HSA-2467813,Separation of Sister Chromatids,,-2.1,7.2,4,30198,191,66,3,4.5,2.6,699|1063|83540,BUB1|CENPF|NUF2,-1.1
_FINAL,GO Biological Processes,19,GO:0001818,negative regulation of cytokine production,19_GO:0048519 negative regulation of biological process,-2.1,5,3.6,30198,367,66,4,6.1,2.9,3624|5966|28514|51176,INHBA|REL|DLL1|LEF1,-1.1
_FINAL,GO Biological Processes,19,GO:0007204,positive regulation of cytosolic calcium ion concentration,19_GO:0065007 biological regulation,-2.1,7.1,4,30198,192,66,3,4.5,2.6,148|4040|5021,ADRA1A|LRP6|OXTR,-1.1
_FINAL,Reactome Gene Sets,6,R-HSA-9711123,Cellular response to chemical stress,,-2.1,7.1,4,30198,194,66,3,4.5,2.6,208|571|3043,AKT2|BACH1|HBB,-1.1
_FINAL,GO Biological Processes,19,GO:1901654,response to ketone,19_GO:0050896 response to stimulus,-2.1,7.1,4,30198,194,66,3,4.5,2.6,1385|2002|5021,CREB1|ELK1|OXTR,-1.1
_FINAL,GO Biological Processes,19,GO:0051656,establishment of organelle localization,19_GO:0051179 localization,-2,4.9,3.5,30198,374,66,4,6.1,2.9,1063|1499|3815|83540,CENPF|CTNNB1|KIT|NUF2,-1.1
_FINAL,GO Biological Processes,19,GO:0032940,secretion by cell,19_GO:0051179 localization,-2,4.8,3.5,30198,378,66,4,6.1,2.9,1311|3624|3815|6927,COMP|INHBA|KIT|HNF1A,-1.1
_FINAL,GO Biological Processes,19,GO:0044706,multi-multicellular organism process,19_GO:0032501 multicellular organismal process,-2,6.9,3.9,30198,199,66,3,4.5,2.6,5021|6532|54361,OXTR|SLC6A4|WNT4,-1.1
_FINAL,GO Biological Processes,19,GO:1902903,regulation of supramolecular fiber organization,19_GO:0050789 regulation of biological process,-2,4.8,3.5,30198,381,66,4,6.1,2.9,4089|7148|22974|54361,SMAD4|TNXB|TPX2|WNT4,-1.1
_FINAL,Reactome Gene Sets,6,R-HSA-375276,Peptide ligand-binding receptors,,-2,6.8,3.9,30198,201,66,3,4.5,2.6,2920|5021|5179,CXCL2|OXTR|PENK,-1.1
_FINAL,GO Biological Processes,19,GO:0061564,axon development,19_GO:0032502 developmental process,-2,4.8,3.5,30198,382,66,4,6.1,2.9,1385|1959|3725|4089,CREB1|EGR2|JUN|SMAD4,-1.1
_FINAL,GO Biological Processes,19,GO:0045619,regulation of lymphocyte differentiation,19_GO:0002376 immune system process,-2,6.8,3.9,30198,202,66,3,4.5,2.6,3624|6599|51176,INHBA|SMARCC1|LEF1,-1.1
_FINAL_MCODE_ALL,KEGG Pathway,24,hsa05224,Breast cancer,,-26,2.1e+02,47,30198,147,11,11,1e+02,8.7,1499|2246|2253|3725|3815|3845|4040|5595|6464|8817|51176,CTNNB1|FGF1|FGF8|JUN|KIT|KRAS|LRP6|MAPK3|SHC1|FGF18|LEF1,-21
_FINAL_MCODE_ALL,WikiPathways,27,WP4262,Breast cancer pathway,,-25,1.9e+02,46,30198,157,11,11,1e+02,8.7,1499|2246|2253|3725|3815|3845|4040|5595|6464|8817|51176,CTNNB1|FGF1|FGF8|JUN|KIT|KRAS|LRP6|MAPK3|SHC1|FGF18|LEF1,-21
_FINAL_MCODE_ALL,KEGG Pathway,24,hsa05226,Gastric cancer,,-19,1.7e+02,39,30198,149,11,9,82,12,1499|2246|2253|3845|4040|5595|6464|8817|51176,CTNNB1|FGF1|FGF8|KRAS|LRP6|MAPK3|SHC1|FGF18|LEF1,-15
_FINAL_MCODE_ALL,WikiPathways,27,WP5087,Malignant pleural mesothelioma,,-17,61,25,30198,447,11,10,91,8.7,1499|2246|2253|3725|3815|4040|5595|6464|8817|51176,CTNNB1|FGF1|FGF8|JUN|KIT|LRP6|MAPK3|SHC1|FGF18|LEF1,-14
_FINAL_MCODE_ALL,KEGG Pathway,24,hsa05200,Pathways in cancer,,-17,52,23,30198,531,11,10,91,8.7,1499|2246|2253|3725|3815|3845|4040|5595|8817|51176,CTNNB1|FGF1|FGF8|JUN|KIT|KRAS|LRP6|MAPK3|FGF18|LEF1,-13
_FINAL_MCODE_ALL,Reactome Gene Sets,6,R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,,-15,57,22,30198,433,11,9,82,12,1499|2246|2253|3815|3845|4040|5595|6464|8817,CTNNB1|FGF1|FGF8|KIT|KRAS|LRP6|MAPK3|SHC1|FGF18,-12
_FINAL_MCODE_ALL,Reactome Gene Sets,6,R-HSA-5654741,Signaling by FGFR3,,-15,4.1e+02,50,30198,40,11,6,55,15,2246|2253|3845|5595|6464|8817,FGF1|FGF8|KRAS|MAPK3|SHC1|FGF18,-12
_FINAL_MCODE_ALL,Reactome Gene Sets,6,R-HSA-5654743,Signaling by FGFR4,,-15,4e+02,49,30198,41,11,6,55,15,2246|2253|3845|5595|6464|8817,FGF1|FGF8|KRAS|MAPK3|SHC1|FGF18,-12
_FINAL_MCODE_ALL,Reactome Gene Sets,6,R-HSA-5654736,Signaling by FGFR1,,-14,3.3e+02,44,30198,50,11,6,55,15,2246|2253|3845|5595|6464|8817,FGF1|FGF8|KRAS|MAPK3|SHC1|FGF18,-11
_FINAL_MCODE_ALL,Reactome Gene Sets,6,R-HSA-74751,Insulin receptor signalling cascade,,-14,3.1e+02,43,30198,54,11,6,55,15,2246|2253|3845|5595|6464|8817,FGF1|FGF8|KRAS|MAPK3|SHC1|FGF18,-11
_FINAL_MCODE_ALL,Canonical Pathways,11,M276,PID FGF PATHWAY,,-14,3e+02,42,30198,55,11,6,55,15,2246|2253|3725|5595|6464|8817,FGF1|FGF8|JUN|MAPK3|SHC1|FGF18,-11
_FINAL_MCODE_ALL,Reactome Gene Sets,6,R-HSA-5654704,SHC-mediated cascade:FGFR3,,-14,7.6e+02,62,30198,18,11,5,45,15,2246|2253|3845|6464|8817,FGF1|FGF8|KRAS|SHC1|FGF18,-11
_FINAL_MCODE_ALL,Reactome Gene Sets,6,R-HSA-5683057,MAPK family signaling cascades,,-14,68,23,30198,325,11,8,73,13,2246|2253|3725|3815|3845|5595|6464|8817,FGF1|FGF8|JUN|KIT|KRAS|MAPK3|SHC1|FGF18,-11
_FINAL_MCODE_ALL,Reactome Gene Sets,6,R-HSA-5654719,SHC-mediated cascade:FGFR4,,-13,6.9e+02,59,30198,20,11,5,45,15,2246|2253|3845|6464|8817,FGF1|FGF8|KRAS|SHC1|FGF18,-11
_FINAL_MCODE_ALL,Reactome Gene Sets,6,R-HSA-5654738,Signaling by FGFR2,,-13,2.3e+02,37,30198,73,11,6,55,15,2246|2253|3845|5595|6464|8817,FGF1|FGF8|KRAS|MAPK3|SHC1|FGF18,-10
_FINAL_MCODE_ALL,Reactome Gene Sets,6,R-HSA-5654699,SHC-mediated cascade:FGFR2,,-13,6e+02,55,30198,23,11,5,45,15,2246|2253|3845|6464|8817,FGF1|FGF8|KRAS|SHC1|FGF18,-10
_FINAL_MCODE_ALL,Reactome Gene Sets,6,R-HSA-74752,Signaling by Insulin receptor,,-13,2.1e+02,35,30198,78,11,6,55,15,2246|2253|3845|5595|6464|8817,FGF1|FGF8|KRAS|MAPK3|SHC1|FGF18,-10
_FINAL_MCODE_ALL,Reactome Gene Sets,6,R-HSA-5654708,Downstream signaling of activated FGFR3,,-13,5.5e+02,52,30198,25,11,5,45,15,2246|2253|3845|6464|8817,FGF1|FGF8|KRAS|SHC1|FGF18,-10
_FINAL_MCODE_ALL,GO Biological Processes,19,GO:0060541,respiratory system development,19_GO:0032502 developmental process,-13,97,26,30198,198,11,7,64,15,1499|2246|2253|3845|5595|8817|51176,CTNNB1|FGF1|FGF8|KRAS|MAPK3|FGF18|LEF1,-10
_FINAL_MCODE_ALL,Reactome Gene Sets,6,R-HSA-5654716,Downstream signaling of activated FGFR4,,-13,5.1e+02,50,30198,27,11,5,45,15,2246|2253|3845|6464|8817,FGF1|FGF8|KRAS|SHC1|FGF18,-10
_FINAL_MCODE_ALL,Reactome Gene Sets,6,R-HSA-190236,Signaling by FGFR,,-13,1.9e+02,34,30198,87,11,6,55,15,2246|2253|3845|5595|6464|8817,FGF1|FGF8|KRAS|MAPK3|SHC1|FGF18,-10
_FINAL_MCODE_ALL,KEGG Pathway,24,hsa04015,Rap1 signaling pathway,,-13,92,25,30198,210,11,7,64,15,1499|2246|2253|3815|3845|5595|8817,CTNNB1|FGF1|FGF8|KIT|KRAS|MAPK3|FGF18,-10
_FINAL_MCODE_ALL,Reactome Gene Sets,6,R-HSA-5654696,Downstream signaling of activated FGFR2,,-13,4.6e+02,48,30198,30,11,5,45,15,2246|2253|3845|6464|8817,FGF1|FGF8|KRAS|SHC1|FGF18,-9.9
_FINAL_MCODE_ALL,KEGG Pathway,24,hsa04014,Ras signaling pathway,,-12,83,24,30198,232,11,7,64,15,2246|2253|3815|3845|5595|6464|8817,FGF1|FGF8|KIT|KRAS|MAPK3|SHC1|FGF18,-9.8
_FINAL_MCODE_ALL,GO Biological Processes,19,GO:0071363,cellular response to growth factor stimulus,19_GO:0050896 response to stimulus,-12,47,19,30198,468,11,8,73,13,1499|2246|2253|3725|5595|6464|8817|51176,CTNNB1|FGF1|FGF8|JUN|MAPK3|SHC1|FGF18|LEF1,-9.8
_FINAL_MCODE_ALL,GO Biological Processes,19,GO:0043410,positive regulation of MAPK cascade,19_GO:0023052 signaling,-12,45,19,30198,492,11,8,73,13,1499|2246|2253|3725|3815|5595|6464|8817,CTNNB1|FGF1|FGF8|JUN|KIT|MAPK3|SHC1|FGF18,-9.6
_FINAL_MCODE_ALL,GO Biological Processes,19,GO:0070848,response to growth factor,19_GO:0050896 response to stimulus,-12,44,19,30198,498,11,8,73,13,1499|2246|2253|3725|5595|6464|8817|51176,CTNNB1|FGF1|FGF8|JUN|MAPK3|SHC1|FGF18|LEF1,-9.6
_FINAL_MCODE_ALL,WikiPathways,27,WP4659,Gastrin signaling pathway,,-12,1.4e+02,29,30198,114,11,6,55,15,1499|3725|3815|3845|5595|6464,CTNNB1|JUN|KIT|KRAS|MAPK3|SHC1,-9.5
_FINAL_MCODE_ALL,Reactome Gene Sets,6,R-HSA-9006934,Signaling by Receptor Tyrosine Kinases,,-12,42,18,30198,521,11,8,73,13,1499|2246|2253|3815|3845|5595|6464|8817,CTNNB1|FGF1|FGF8|KIT|KRAS|MAPK3|SHC1|FGF18,-9.5
_FINAL_MCODE_ALL,WikiPathways,27,WP3931,Embryonic stem cell pluripotency pathways,,-12,1.4e+02,29,30198,119,11,6,55,15,1499|2246|2253|3725|4040|8817,CTNNB1|FGF1|FGF8|JUN|LRP6|FGF18,-9.4
_FINAL_MCODE_ALL,WikiPathways,27,WP4787,Osteoblast differentiation and related diseases,,-12,1.4e+02,29,30198,120,11,6,55,15,1499|2246|2253|4040|5595|8817,CTNNB1|FGF1|FGF8|LRP6|MAPK3|FGF18,-9.4
_FINAL_MCODE_ALL,Reactome Gene Sets,6,R-HSA-5673001,RAF/MAP kinase cascade,,-12,69,22,30198,280,11,7,64,15,2246|2253|3815|3845|5595|6464|8817,FGF1|FGF8|KIT|KRAS|MAPK3|SHC1|FGF18,-9.3
_FINAL_MCODE_ALL,Reactome Gene Sets,6,R-HSA-5684996,MAPK1/MAPK3 signaling,,-12,67,21,30198,286,11,7,64,15,2246|2253|3815|3845|5595|6464|8817,FGF1|FGF8|KIT|KRAS|MAPK3|SHC1|FGF18,-9.3
_FINAL_MCODE_ALL,KEGG Pathway,24,hsa04010,MAPK signaling pathway,,-12,65,21,30198,294,11,7,64,15,2246|2253|3725|3815|3845|5595|8817,FGF1|FGF8|JUN|KIT|KRAS|MAPK3|FGF18,-9.2
_FINAL_MCODE_ALL,GO Biological Processes,19,GO:0007167,enzyme-linked receptor protein signaling pathway,19_GO:0023052 signaling,-11,36,17,30198,606,11,8,73,13,2246|2253|3725|3815|5595|6464|8817|51176,FGF1|FGF8|JUN|KIT|MAPK3|SHC1|FGF18|LEF1,-9
_FINAL_MCODE_ALL,GO Biological Processes,19,GO:0001525,angiogenesis,19_GO:0032502 developmental process,-11,59,20,30198,323,11,7,64,15,1499|2246|2253|3725|6464|8817|51176,CTNNB1|FGF1|FGF8|JUN|SHC1|FGF18|LEF1,-8.9
_FINAL_MCODE_ALL,Reactome Gene Sets,6,R-HSA-2428924,IGF1R signaling cascade,,-11,2.6e+02,36,30198,53,11,5,45,15,2246|2253|3845|6464|8817,FGF1|FGF8|KRAS|SHC1|FGF18,-8.8
_FINAL_MCODE_ALL,Reactome Gene Sets,6,R-HSA-2404192,Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R),,-11,2.5e+02,36,30198,54,11,5,45,15,2246|2253|3845|6464|8817,FGF1|FGF8|KRAS|SHC1|FGF18,-8.8
_FINAL_MCODE_ALL,GO Biological Processes,19,GO:0035239,tube morphogenesis,19_GO:0032502 developmental process,-11,33,16,30198,663,11,8,73,13,1499|2246|2253|3725|3845|6464|8817|51176,CTNNB1|FGF1|FGF8|JUN|KRAS|SHC1|FGF18|LEF1,-8.7
_FINAL_MCODE_ALL,GO Biological Processes,19,GO:0043408,regulation of MAPK cascade,19_GO:0023052 signaling,-11,32,16,30198,688,11,8,73,13,1499|2246|2253|3725|3815|5595|6464|8817,CTNNB1|FGF1|FGF8|JUN|KIT|MAPK3|SHC1|FGF18,-8.7
_FINAL_MCODE_ALL,KEGG Pathway,24,hsa05225,Hepatocellular carcinoma,,-11,98,24,30198,168,11,6,55,15,1499|3845|4040|5595|6464|51176,CTNNB1|KRAS|LRP6|MAPK3|SHC1|LEF1,-8.6
_FINAL_MCODE_ALL,GO Biological Processes,19,GO:0030324,lung development,19_GO:0032502 developmental process,-11,95,24,30198,174,11,6,55,15,1499|2246|2253|3845|5595|8817,CTNNB1|FGF1|FGF8|KRAS|MAPK3|FGF18,-8.5
_FINAL_MCODE_ALL,WikiPathways,27,WP4155,Endometrial cancer,,-11,2.2e+02,33,30198,63,11,5,45,15,1499|2246|3845|5595|51176,CTNNB1|FGF1|KRAS|MAPK3|LEF1,-8.5
_FINAL_MCODE_ALL,WikiPathways,27,WP4928,MAPK pathway in congenital thyroid cancer,,-11,6.9e+02,52,30198,16,11,4,36,15,3725|3845|5595|6464,JUN|KRAS|MAPK3|SHC1,-8.5
_FINAL_MCODE_ALL,GO Biological Processes,19,GO:0030323,respiratory tube development,19_GO:0032502 developmental process,-11,93,23,30198,178,11,6,55,15,1499|2246|2253|3845|5595|8817,CTNNB1|FGF1|FGF8|KRAS|MAPK3|FGF18,-8.5
_FINAL_MCODE_ALL,KEGG Pathway,24,hsa05218,Melanoma,,-11,1.9e+02,31,30198,72,11,5,45,15,2246|2253|3845|5595|8817,FGF1|FGF8|KRAS|MAPK3|FGF18,-8.3
_FINAL_MCODE_ALL,GO Biological Processes,19,GO:0048514,blood vessel morphogenesis,19_GO:0032502 developmental process,-11,46,18,30198,421,11,7,64,15,1499|2246|2253|3725|6464|8817|51176,CTNNB1|FGF1|FGF8|JUN|SHC1|FGF18|LEF1,-8.3
_FINAL_MCODE_ALL,WikiPathways,27,WP4216,Chromosomal and microsatellite instability in colorectal cancer,,-10,1.9e+02,30,30198,74,11,5,45,15,1499|3725|3845|5595|51176,CTNNB1|JUN|KRAS|MAPK3|LEF1,-8.2
_FINAL_MCODE_ALL,Reactome Gene Sets,6,R-HSA-5654706,FRS-mediated FGFR3 signaling,,-10,5.5e+02,47,30198,20,11,4,36,15,2246|2253|3845|8817,FGF1|FGF8|KRAS|FGF18,-8.1
_FINAL_MCODE_ALL,Reactome Gene Sets,6,R-HSA-5654688,SHC-mediated cascade:FGFR1,,-10,5.2e+02,46,30198,21,11,4,36,15,2246|2253|3845|6464,FGF1|FGF8|KRAS|SHC1,-8.1
_FINAL_MCODE_ALL,GO Biological Processes,19,GO:0070374,positive regulation of ERK1 and ERK2 cascade,19_GO:0023052 signaling,-10,75,21,30198,221,11,6,55,15,2246|2253|3725|5595|6464|8817,FGF1|FGF8|JUN|MAPK3|SHC1|FGF18,-8
_FINAL_MCODE_ALL,Reactome Gene Sets,6,R-HSA-5655332,Signaling by FGFR3 in disease,,-10,5e+02,45,30198,22,11,4,36,15,2246|2253|3845|8817,FGF1|FGF8|KRAS|FGF18,-8
_FINAL_MCODE_ALL,Reactome Gene Sets,6,R-HSA-5654712,FRS-mediated FGFR4 signaling,,-10,5e+02,45,30198,22,11,4,36,15,2246|2253|3845|8817,FGF1|FGF8|KRAS|FGF18,-8
_FINAL_MCODE_ALL,KEGG Pathway,24,hsa05210,Colorectal cancer,,-10,1.6e+02,28,30198,86,11,5,45,15,1499|3725|3845|5595|51176,CTNNB1|JUN|KRAS|MAPK3|LEF1,-8
_FINAL_MCODE_ALL,GO Biological Processes,19,GO:0001568,blood vessel development,19_GO:0032502 developmental process,-10,38,16,30198,505,11,7,64,15,1499|2246|2253|3725|6464|8817|51176,CTNNB1|FGF1|FGF8|JUN|SHC1|FGF18|LEF1,-7.8
_FINAL_MCODE_ALL,Reactome Gene Sets,6,R-HSA-5654700,FRS-mediated FGFR2 signaling,,-9.9,4.4e+02,42,30198,25,11,4,36,15,2246|2253|3845|8817,FGF1|FGF8|KRAS|FGF18,-7.8
_FINAL_MCODE_ALL,WikiPathways,27,WP382,MAPK signaling pathway,,-9.9,66,20,30198,249,11,6,55,15,2246|2253|3725|3845|5595|8817,FGF1|FGF8|JUN|KRAS|MAPK3|FGF18,-7.8
_FINAL_MCODE_ALL,GO Biological Processes,19,GO:0001944,vasculature development,19_GO:0032502 developmental process,-9.8,37,16,30198,526,11,7,64,15,1499|2246|2253|3725|6464|8817|51176,CTNNB1|FGF1|FGF8|JUN|SHC1|FGF18|LEF1,-7.7
_FINAL_MCODE_ALL,KEGG Pathway,24,hsa04916,Melanogenesis,,-9.8,1.4e+02,26,30198,101,11,5,45,15,1499|3815|3845|5595|51176,CTNNB1|KIT|KRAS|MAPK3|LEF1,-7.7
